id,pergunta,resposta
34,Quantas alternativas existem para as questões objetivas do concurso PETROBRAS?,"De acordo com o
item 7.2
do edital, as questões objetivas do concurso Petrobras
não seguem o formato tradicional
de múltipla escolha com alternativas. Veja como funciona:
FORMATO DAS QUESTÕES:
As questões são do tipo
CERTO ou ERRADO
COMO FUNCIONA (item 7.2):
Cada prova seria constituída de
itens para julgamento
Agrupados por
comandos
que deveriam ser respeitados
O julgamento de cada item seria
CERTO ou ERRADO
CAMPOS DE MARCAÇÃO NA FOLHA DE RESPOSTAS:
Haveria apenas
2 campos
de marcação para cada item:
Campo
Significado
C
Candidato julga o item
CERTO
E
Candidato julga o item
ERRADO
REGRAS DE MARCAÇÃO (item 7.3):
O candidato deveria marcar
um, e somente um
dos dois campos
Marcação dupla (C e E) resultaria em
0,00 ponto
Ausência de marcação resultaria em
0,00 ponto
SOBRE A PONTUAÇÃO (item 7.11.2):
Situação
Pontuação
Resposta
correta
+1,00 ponto
Resposta
errada
-1,00 ponto
Sem marcação
ou marcação dupla
0,00 ponto
CUIDADOS COM A FOLHA DE RESPOSTAS (itens 7.4 a 7.9):
Regras gerais:
O candidato deveria
transcrever
as respostas para a folha de respostas
A folha seria o
único documento válido
para correção
Não haveria
substituição da folha por erro do candidato
Seriam consideradas marcações
indevidas:
Marcação
rasurada ou emendada
Campo de marcação
não preenchido integralmente
Cuidados físicos com a folha:
O candidato
não poderia:
Amassar
Molhar
Dobrar
Rasgar
Manchar
Danificar a folha de respostas
Sobre quem pode marcar:
Não seria permitido
que as marcações fossem feitas por outras pessoas
Exceto
para candidatos com atendimento especial deferido
Nesse caso, seria acompanhado por
aplicador especializado
As respostas seriam
gravadas em áudio
CONSEQUÊNCIAS DE NÃO DEVOLVER A FOLHA (item 7.9):
Seriam
anuladas
as provas do candidato que não devolver a folha de respostas
Portanto, as questões objetivas do concurso Petrobras NÃO possuem alternativas no formato tradicional (A, B, C, D, E). São itens de julgamento com apenas 2 opções de resposta: CERTO (C) ou ERRADO (E), sendo que respostas erradas geram penalização de -1,00 ponto."
35,Quantas questões ou itens de conhecimentos básicos existem no concurso PETROBRAS?,"De acordo com o
item 6.1
do edital, o número de questões ou itens de conhecimentos básicos é:
TOTAL DE ITENS DE CONHECIMENTOS BÁSICOS:
50 itens
CARACTERÍSTICAS DA PROVA P1:
Item
Detalhe
Prova
P1
Tipo
Objetiva
Área
Conhecimentos Básicos
Número de itens
50
Caráter
Eliminatório e Classificatório
Pontuação máxima
50,00 pontos
CONTEÚDO PROGRAMÁTICO (Anexo III):
Os 50 itens de Conhecimentos Básicos abrangeriam duas disciplinas:
1. Língua Portuguesa:
Compreensão e interpretação de textos de gêneros variados
Reconhecimento de tipos e gêneros textuais
Domínio da ortografia oficial
Domínio dos mecanismos de coesão textual:
Emprego de elementos de referenciação, substituição e repetição
Emprego de conectores e outros elementos de sequenciação textual
Emprego de tempos e modos verbais
Domínio da estrutura morfossintática do período:
Emprego das classes de palavras
Relações de coordenação entre orações e entre termos da oração
Relações de subordinação entre orações e entre termos da oração
Emprego dos sinais de pontuação
Concordância verbal e nominal
Regência verbal e nominal
Emprego do sinal indicativo de crase
Colocação dos pronomes átonos
Reescrita de frases e parágrafos do texto:
Significação das palavras
Substituição de palavras ou de trechos de texto
Reorganização da estrutura de orações e de períodos do texto
Reescrita de textos de diferentes gêneros e níveis de formalidade
2. Língua Inglesa:
Compreensão de textos escritos em língua inglesa
Itens gramaticais relevantes para o entendimento dos sentidos dos textos
SOBRE A PONTUAÇÃO (item 7.11.2):
Situação
Pontuação
Resposta
correta
+1,00 ponto
Resposta
errada
-1,00 ponto
Sem marcação
ou marcação dupla
0,00 ponto
CRITÉRIO DE ELIMINAÇÃO NA P1 (item 7.11.4):
Seria eliminado o candidato que obtivesse nota inferior a
10,00 pontos
na prova P1
SOBRE O FORMATO DOS ITENS (item 7.2):
Os itens seriam do tipo
CERTO ou ERRADO
Haveria dois campos de marcação:
Campo
C
— item julgado
CERTO
Campo
E
— item julgado
ERRADO
DISTRIBUIÇÃO GERAL DAS PROVAS:
Prova
Área
Itens
Pontos
Nota Mínima
P1
Conhecimentos Básicos
50
50,00
10,00
P2
Conhecimentos Específicos
70
70,00
21,00
Total
120
120,00
36,00
Portanto, a prova de Conhecimentos Básicos (P1) do concurso Petrobras possui 50 itens, valendo 50,00 pontos no total, sendo necessário obter no mínimo 10,00 pontos para não ser eliminado."
36,Quantas questões ou itens de conhecimentos específicos existem no concurso PETROBRAS?,"De acordo com o
item 6.1
do edital, o número de questões ou itens de conhecimentos específicos é:
TOTAL DE ITENS DE CONHECIMENTOS ESPECÍFICOS:
70 itens
CARACTERÍSTICAS DA PROVA P2:
Item
Detalhe
Prova
P2
Tipo
Objetiva
Área
Conhecimentos Específicos
Número de itens
70
Caráter
Eliminatório e Classificatório
Pontuação máxima
70,00 pontos
CONTEÚDO PROGRAMÁTICO DA ÊNFASE 7: CIÊNCIA DE DADOS (Anexo III):
Os 70 itens de Conhecimentos Específicos estariam organizados em
3 blocos:
Bloco I — Aprendizado de Máquina:
Aprendizado supervisionado:
Regressão e Classificação
Métricas de avaliação
Overfitting e underfitting de modelos
Regularização
Seleção de modelos
Validação Cruzada
Conjuntos de Treino, Validação e Teste
Trade off entre Variância e Viés
Algoritmos: Regressão Linear e Logística
Árvores de decisão e random forests
Máquina de suporte de vetores
Naive Bayes e K-NN
Ensembles
Python scikit-learn
Otimização de hiperparâmetros
Aprendizado não supervisionado:
Redução de dimensionalidade (PCA)
Agrupamento K-Means
Mistura de Gaussianas
Agrupamento Hierárquico
Regras de associação
Python scikit-learn
Redes neurais artificiais:
Conceitos básicos e arquitetura
Funções de Ativação
Método do gradiente
Algoritmo backpropagation
Métodos de inicialização dos pesos
Vanishing Gradients
Métodos de regularização (L1, L2, Dropout e Early Stopping)
Redes Neurais Convolucionais
Redes Neurais Recorrentes
Python com Keras e Pytorch
Bloco II — Machine Learning Aplicado:
Visão computacional:
Classificação de imagens
Detecção de objetos
Segmentação de objetos e instâncias
Processamento Natural de Linguagem:
Stopwords, stemização e n-grams
TF-IDF
Modelagem de tópicos (LDA, NMF)
Word embeddings (CBOW e Skip Gram)
Séries Temporais
Manipulação e visualização de dados:
Técnicas de visualização de dados
Valores faltantes
Dados categóricos
Normalização numérica
Detecção e tratamento de outliers
Python Pandas:
Leitura de dados tabulares
Seleção de linhas e colunas
Agregação de dados
Preenchimento de valores faltantes
Remoção de duplicados
Junção de dataframes
Banco de dados e data warehouse:
Modelo entidade-relacionamento
Mapeamento lógico relacional
Normalização
SQL
Data warehousing e modelagem multidimensional
Hadoop (HDFS, MapReduce, YARN e Spark)
Bancos NoSQL
Armazenamento orientado a objeto
Bloco III — Fundamentos Matemáticos e Tecnológicos:
Cálculo:
Pré-cálculo (Conjuntos, Cônicas e Produtos Notáveis)
Funções
Limites
Derivadas e derivadas parciais
Máximos e Mínimos
Esboços de Gráficos de Funções
Integrais
Álgebra Linear:
Notação de vetores e matrizes
Operações com vetores e matrizes
Produto escalar e produto vetorial
Matriz identidade, inversa e transposta
Transformações lineares
Normas (L1, L2)
Autovalores e autovetores
Decomposição SVD
Python Numpy
Probabilidade e estatística:
Conceitos de Probabilidade
Probabilidade Condicional
Independência
Variáveis Aleatórias
Esperança, Variância e Covariância
Distribuições Contínuas e Discretas:
Normal
t-Student
Poisson
Exponencial
Binomial
Dirichlet
Distribuições multidimensionais
Estatísticas Descritivas
Inferência Estatística:
Teorema do Limite Central
Teste de Hipótese
Intervalo de Confiança
Estimador de Máxima Verossimilhança
Inferência Bayesiana
Coeficiente de correlação de Pearson
Histogramas e curvas de frequência
Diagrama boxplot
Avaliação de outliers
Algoritmos e estrutura de dados:
Complexidade de algoritmos
Notação assintótica (Big O)
Conceitos modernos de sistemas de informação:
Nuvem (IaaS, PaaS e SaaS)
Containers (construção, registro, execução e orquestração)
DevOps (git, pipeline e CI/CD)
SOBRE A PONTUAÇÃO (item 7.11.2):
Situação
Pontuação
Resposta
correta
+1,00 ponto
Resposta
errada
-1,00 ponto
Sem marcação
ou marcação dupla
0,00 ponto
CRITÉRIO DE ELIMINAÇÃO NA P2 (item 7.11.4):
Seria eliminado o candidato que obtivesse nota inferior a
21,00 pontos
na prova P2
SOBRE O FORMATO DOS ITENS (item 7.2):
Os itens seriam do tipo
CERTO ou ERRADO
Haveria dois campos de marcação:
Campo
C
— item julgado
CERTO
Campo
E
— item julgado
ERRADO
DISTRIBUIÇÃO GERAL DAS PROVAS:
Prova
Área
Itens
Pontos
Nota Mínima
P1
Conhecimentos Básicos
50
50,00
10,00
P2
Conhecimentos Específicos
70
70,00
21,00
Total
120
120,00
36,00
SOBRE OS CRITÉRIOS DE DESEMPATE NA P2 (item 10.8.1):
Em caso de empate na nota final, seria considerado:
Maior número de acertos na
prova P2
Maior nota no
bloco 1 da prova P2
Maior nota no
bloco 2 da prova P2
Portanto, a prova de Conhecimentos Específicos (P2) do concurso Petrobras possui 70 itens, valendo 70,00 pontos no total, sendo necessário obter no mínimo 21,00 pontos para não ser eliminado."
37,Como é dividida a prova de conhecimentos específicos de Ciência de Dados no concurso PETROBRAS?,"De acordo com o
Anexo III
do edital, a prova de conhecimentos específicos da
Ênfase 7: Ciência de Dados
está dividida em
3 blocos:
ESTRUTURA GERAL DA PROVA P2:
Prova
Área
Itens
Pontos
Nota Mínima
P2
Conhecimentos Específicos
70
70,00
21,00
BLOCO I — Aprendizado de Máquina:
1. Aprendizado supervisionado:
Regressão e Classificação
Métricas de avaliação
Overfitting e underfitting de modelos
Regularização
Seleção de modelos: Erro de Generalização
Validação Cruzada
Conjuntos de Treino, Validação e Teste
Trade off entre Variância e Viés
Algoritmos:
Regressão Linear e Regressão Logística
Árvores de decisão e random forests
Máquina de suporte de vetores
Naive Bayes
K-NN
Ensembles
Aprendizado supervisionado com Python scikit-learn
Conceitos de otimização de hiperparâmetros
2. Aprendizado não supervisionado:
Redução de dimensionalidade: PCA
Agrupamento K-Means
Mistura de Gaussianas
Agrupamento Hierárquico
Regras de associação
Aprendizado não supervisionado com Python scikit-learn
3. Redes neurais artificiais:
Conceitos Básicos:
Definições e Arquitetura
Funções de Ativação
Otimização de Redes Neurais Artificiais:
Método do gradiente
Método do gradiente estocástico
Algoritmo backpropagation
Métodos de inicialização dos pesos
Vanishing Gradients
Métodos de regularização:
Penalização com normas L1 e L2
Dropout
Early Stopping
Definições básicas de Redes Neurais Convolucionais
Definições básicas de Redes Neurais Recorrentes
Redes neurais com Python:
Treino de modelos com Keras
Treino de modelos com Pytorch
BLOCO II — Machine Learning Aplicado:
1. Machine learning aplicado:
Visão computacional com redes neurais convolucionais:
Classificação de imagens
Detecção de objetos
Segmentação de objetos e instâncias
Processamento Natural de Linguagem:
Stopwords, stemização e n-grams
TF-IDF
Modelagem de tópicos (LDA, NMF)
Word embeddings: CBOW e Skip Gram
Conceitos Básicos em Séries Temporais
2. Manipulação, tratamento e visualização de dados:
Técnicas de visualização de dados
Lidando com valores faltantes
Lidando com dados categóricos
Normalização numérica
Detecção e tratamento de outliers
Manipulação de dataframes com Python Pandas:
Leitura de dados tabulares
Seleção de linhas e colunas
Agregação de dados
Preenchimento de valores faltantes
Remoção de duplicados
Junção de dataframes
3. Banco de dados e data warehouse:
Modelo entidade-relacionamento
Mapeamento lógico relacional
Normalização
Linguagem de definição e manipulação de dados (SQL)
Conceitos de data warehousing e modelagem multidimensional (esquema estrela)
Conceitos gerais de Hadoop:
HDFS
MapReduce
YARN
Spark
Conceitos de Bancos NoSQL
Armazenamento orientado a objeto (object store)
BLOCO III — Fundamentos Matemáticos e Tecnológicos:
1. Cálculo:
Pré-cálculo:
Conjuntos
Coordenadas Cartesianas
Cônicas
Produtos Notáveis
Funções
Limites
Derivadas
Derivadas parciais
Máximos e Mínimos
Esboços de Gráficos de Funções
Integrais
2. Álgebra Linear para Ciência de Dados:
Notação de vetores e matrizes
Operações com vetores e matrizes
Produto escalar e produto vetorial
Matriz identidade, inversa e transposta
Transformações lineares
Normas (L1, L2)
Autovalores e autovetores
Decomposição SVD
Álgebra linear e operações matriciais com Python Numpy
3. Probabilidade e estatística:
Conceitos de Probabilidade:
Modelo de probabilidade
Probabilidade Condicional
Independência
Variáveis Aleatórias
Esperança, Variância e Covariância
Distribuições Contínuas e Discretas:
Normal
t-Student
Poisson
Exponencial
Binomial
Dirichlet
Distribuições multidimensionais
Matriz de covariância
Estatísticas Descritivas
Inferência Estatística:
Teorema do Limite Central
Teste de Hipótese
Intervalo de Confiança
Estimador de Máxima Verossimilhança
Inferência Bayesiana
Coeficiente de correlação de Pearson
Histogramas e curvas de frequência
Diagrama boxplot
Avaliação de outliers
4. Algoritmos e estrutura de dados:
Complexidade de algoritmos
Notação assintótica (Big O)
5. Conceitos modernos de sistemas de informação:
Conceitos Nuvem:
IaaS
PaaS
SaaS
Conceitos de Containers:
Construção
Registro
Execução
Orquestração
Conceitos básicos de DevOps:
Versionamento com git
Pipeline
CI/CD
SOBRE A PONTUAÇÃO (item 7.11.2):
Situação
Pontuação
Resposta
correta
+1,00 ponto
Resposta
errada
-1,00 ponto
Sem marcação
ou marcação dupla
0,00 ponto
CRITÉRIOS DE DESEMPATE NA P2 (item 10.8.1):
Em caso de empate na nota final, seria considerado:
Maior número de acertos na
prova P2
Maior nota no
bloco 1 da prova P2
Maior nota no
bloco 2 da prova P2
Portanto, a prova de Conhecimentos Específicos de Ciência de Dados está dividida em 3 blocos, abrangendo Aprendizado de Máquina (Bloco I), Machine Learning Aplicado (Bloco II) e Fundamentos Matemáticos e Tecnológicos (Bloco III), totalizando 70 itens que valem 70,00 pontos."
38,Qual é o critério mínimo de aprovação na prova objetiva do concurso PETROBRAS?,"De acordo com o
item 7.11.4
do edital, os critérios mínimos de aprovação nas provas objetivas são:
CRITÉRIOS DE ELIMINAÇÃO:
Seria eliminado o candidato que obtivesse:
Prova
Área
Nota Mínima
P1
Conhecimentos Básicos
10,00 pontos
P2
Conhecimentos Específicos
21,00 pontos
P1 + P2
Conjunto das provas
36,00 pontos
IMPORTANTE:
O candidato seria eliminado caso obtivesse nota inferior ao mínimo em
qualquer um
dos três critérios acima, ou seja, todos deveriam ser atendidos
simultaneamente.
DISTRIBUIÇÃO GERAL DAS PROVAS:
Prova
Área
Itens
Pontos
Nota Mínima
P1
Conhecimentos Básicos
50
50,00
10,00
P2
Conhecimentos Específicos
70
70,00
21,00
Total
120
120,00
36,00
SOBRE A PONTUAÇÃO DE CADA ITEM (item 7.11.2):
Situação
Pontuação
Resposta
correta
+1,00 ponto
Resposta
errada
-1,00 ponto
Sem marcação
ou marcação dupla
0,00 ponto
CONSEQUÊNCIAS DA ELIMINAÇÃO (item 7.11.4.1):
O candidato eliminado
não teria classificação alguma
no processo seletivo público
SOBRE A CLASSIFICAÇÃO DOS APROVADOS (item 7.11.5):
Os candidatos não eliminados seriam ordenados por ênfase de acordo com os valores
decrescentes
da nota final nas provas objetivas
Que seria a
soma das notas
obtidas nas provas P1 e P2
CRITÉRIOS DE DESEMPATE (item 10.8.1):
Em caso de empate na nota final, teria preferência o candidato que, na seguinte ordem:
Tiver idade
igual ou superior a 60 anos
Obtiver maior número de acertos na
prova P2
Obtiver maior nota no
bloco 1 da prova P2
Obtiver maior nota no
bloco 2 da prova P2
Obtiver maior número de acertos na
prova P1
Tiver
maior idade
Tiver exercido a função de
jurado
SOBRE A NOTA FINAL (itens 10.1 e 10.2):
Para todas as ênfases, exceto Ênfase 19:
A nota final seria a
nota final nas provas objetivas (NFPO)
Para a Ênfase 19: Engenharia de Segurança de Processo:
A nota final seria o
somatório
de:
Nota final nas provas objetivas
(NFPO)
Nota final na avaliação de títulos
(NFAT)
Sendo que a avaliação de títulos valeria até
9,00 pontos
SOBRE O ARREDONDAMENTO (item 10.7):
Todos os resultados seriam expressos até a
segunda casa decimal
Arredondando para o número imediatamente superior se o algarismo da
terceira casa decimal
for igual ou superior a
cinco
Portanto, para ser aprovado nas provas objetivas do concurso Petrobras, o candidato deve obter simultaneamente:
Mínimo de 10,00 pontos
na prova P1 (Conhecimentos Básicos)
Mínimo de 21,00 pontos
na prova P2 (Conhecimentos Específicos)
Mínimo de 36,00 pontos
no conjunto das provas (P1 + P2)"
39,Existe penalidade por erro na prova objetiva do concurso PETROBRAS?,"De acordo com o
item 7.11.2
do edital,
sim! Existe penalidade por erro nas provas objetivas. Veja todos os detalhes:
SISTEMA DE PONTUAÇÃO:
Situação
Pontuação
Resposta
correta
+1,00 ponto
Resposta
errada
-1,00 ponto
Sem marcação
ou marcação dupla (C e E)
0,00 ponto
PORTANTO:
Acertar uma questão vale
+1,00 ponto
Errar uma questão desconta
-1,00 ponto
Não marcar ou marcar as duas opções não soma nem desconta pontos
EXEMPLO PRÁTICO:
Suponha que um candidato na prova P1 (50 itens):
Situação
Quantidade
Pontuação
Acertos
30
+30,00
Erros
15
-15,00
Sem marcação
5
0,00
Total
50
+15,00
SOBRE O FORMATO DOS ITENS (item 7.2):
Os itens seriam do tipo
CERTO ou ERRADO
Haveria dois campos de marcação:
Campo
C
— item julgado
CERTO
Campo
E
— item julgado
ERRADO
REGRAS DE MARCAÇÃO (item 7.3):
O candidato deveria marcar
um, e somente um
dos dois campos
Marcação dupla (C e E) resultaria em
0,00 ponto
Ausência de marcação resultaria em
0,00 ponto
CRITÉRIOS MÍNIMOS DE APROVAÇÃO (item 7.11.4):
Seria eliminado o candidato que obtivesse:
Prova
Área
Nota Mínima
P1
Conhecimentos Básicos
10,00 pontos
P2
Conhecimentos Específicos
21,00 pontos
P1 + P2
Conjunto das provas
36,00 pontos
DISTRIBUIÇÃO GERAL DAS PROVAS:
Prova
Área
Itens
Pontos Máximos
Nota Mínima
P1
Conhecimentos Básicos
50
50,00
10,00
P2
Conhecimentos Específicos
70
70,00
21,00
Total
120
120,00
36,00
ESTRATÉGIA IMPORTANTE:
Considerando a penalidade por erro, o candidato deve avaliar se vale a pena responder uma questão em que não tem certeza, pois:
Errar
1 questão
equivale a perder
2 pontos
na classificação final
(perde 1 ponto pelo erro + deixa de ganhar 1 ponto pelo acerto)
Deixar em
branco
equivale a perder apenas
1 ponto
na classificação final
(apenas deixa de ganhar 1 ponto pelo acerto)
SOBRE A NOTA FINAL (item 7.11.3):
A nota em cada prova objetiva seria igual à
soma das notas
obtidas em todos os itens que a compõem
Incluindo os pontos negativos pelos erros
SOBRE O ARREDONDAMENTO (item 10.7):
Todos os resultados seriam expressos até a
segunda casa decimal
Arredondando para o número imediatamente superior se o algarismo da
terceira casa decimal
for igual ou superior a
cinco
Portanto, sim, existe penalidade por erro nas provas objetivas do concurso Petrobras. Cada resposta errada desconta -1,00 ponto da nota final, enquanto cada acerto soma +1,00 ponto e a ausência de marcação ou marcação dupla não soma nem desconta pontos, valendo 0,00 ponto."
40,O concurso PETROBRAS possui prova discursiva para Ciência de Dados?,"De acordo com o edital,
não! O concurso Petrobras
não possui prova discursiva
para a
Ênfase 7: Ciência de Dados. Veja todos os detalhes:
ESTRUTURA DAS PROVAS PARA CIÊNCIA DE DADOS (item 6.1.1):
Prova
Tipo
Área
Itens
Caráter
P1
Objetiva
Conhecimentos Básicos
50
Eliminatório e Classificatório
P2
Objetiva
Conhecimentos Específicos
70
Eliminatório e Classificatório
ÚNICA ÊNFASE COM FASE ADICIONAL (item 6.1.2):
Apenas a
Ênfase 19: Engenharia de Segurança de Processo
possui fase adicional, que é uma
Avaliação de Títulos, e não uma prova discursiva:
Prova
Tipo
Área
Itens
Caráter
P1
Objetiva
Conhecimentos Básicos
50
Eliminatório e Classificatório
P2
Objetiva
Conhecimentos Específicos
70
Eliminatório e Classificatório
P3
Avaliação de Títulos
—
—
Classificatório
SOBRE O FORMATO DOS ITENS (item 7.2):
Os itens seriam do tipo
CERTO ou ERRADO
Haveria dois campos de marcação:
Campo
C
— item julgado
CERTO
Campo
E
— item julgado
ERRADO
SOBRE A PONTUAÇÃO (item 7.11.2):
Situação
Pontuação
Resposta
correta
+1,00 ponto
Resposta
errada
-1,00 ponto
Sem marcação
ou marcação dupla
0,00 ponto
FASES DO PROCESSO SELETIVO PARA CIÊNCIA DE DADOS:
O processo seletivo para a Ênfase 7 seria composto das seguintes etapas:
1. Provas Objetivas:
P1 — Conhecimentos Básicos (50 itens)
P2 — Conhecimentos Específicos (70 itens)
2. Avaliação Multiprofissional:
Apenas para candidatos que solicitaram concorrer como
pessoa com deficiência
3. Procedimento de Heteroidentificação:
Apenas para candidatos
autodeclarados negros
4. Comprovação de Requisitos:
Etapa
eliminatória
De responsabilidade da
Petrobras
5. Exames Médicos Admissionais:
Etapa
eliminatória
De responsabilidade da
Petrobras
SOBRE A NOTA FINAL (item 10.1):
Para a Ênfase 7: Ciência de Dados, a nota final seria a
nota final nas provas objetivas (NFPO)
Ou seja, a nota final seria composta
apenas
pelas provas objetivas P1 e P2
Portanto, o concurso Petrobras NÃO possui prova discursiva para a Ênfase 7: Ciência de Dados. As avaliações são compostas apenas por provas objetivas do tipo CERTO ou ERRADO, totalizando 120 itens e 120,00 pontos."
41,Como é composta a prova discursiva de Ciência de Dados no concurso PETROBRAS?,"De acordo com o edital, a
Ênfase 7: Ciência de Dados não possui prova discursiva!
ESTRUTURA DAS PROVAS PARA CIÊNCIA DE DADOS (item 6.1.1):
Prova
Tipo
Área
Itens
Caráter
P1
Objetiva
Conhecimentos Básicos
50
Eliminatório e Classificatório
P2
Objetiva
Conhecimentos Específicos
70
Eliminatório e Classificatório
ÚNICA ÊNFASE COM FASE ADICIONAL:
Apenas a
Ênfase 19: Engenharia de Segurança de Processo
possui fase adicional, que é uma
Avaliação de Títulos, e não uma prova discursiva:
Prova
Tipo
Caráter
P1
Objetiva
Eliminatório e Classificatório
P2
Objetiva
Eliminatório e Classificatório
P3
Avaliação de Títulos
Classificatório
SOBRE A NOTA FINAL PARA CIÊNCIA DE DADOS (item 10.1):
A nota final seria composta
apenas
pelas provas objetivas
Sendo a
soma das notas
obtidas nas provas P1 e P2
Portanto, não é possível responder sobre a composição de uma prova discursiva para Ciência de Dados, pois esta ênfase possui apenas provas objetivas do tipo CERTO ou ERRADO, totalizando 120 itens e 120,00 pontos."
42,Quantos pontos vale a prova discursiva do concurso PETROBRAS?,"De acordo com o edital,
não existe prova discursiva
no concurso Petrobras!
ESTRUTURA DAS PROVAS DO CONCURSO (item 6.1):
Para todas as ênfases, exceto Ênfase 19:
Prova
Tipo
Área
Itens
Pontos
P1
Objetiva
Conhecimentos Básicos
50
50,00
P2
Objetiva
Conhecimentos Específicos
70
70,00
Total
120
120,00
Para a Ênfase 19: Engenharia de Segurança de Processo:
Prova
Tipo
Área
Pontos
P1
Objetiva
Conhecimentos Básicos
50,00
P2
Objetiva
Conhecimentos Específicos
70,00
P3
Avaliação de Títulos
—
9,00
PORTANTO:
O concurso Petrobras possui apenas
provas objetivas
A única fase adicional existente é a
Avaliação de Títulos
Que vale até
9,00 pontos
E é exclusiva para a
Ênfase 19: Engenharia de Segurança de Processo
Não sendo
uma prova discursiva
Portanto, não é possível responder sobre a pontuação de uma prova discursiva, pois o concurso Petrobras não possui essa modalidade de prova. As avaliações são compostas apenas por provas objetivas do tipo CERTO ou ERRADO, totalizando 120,00 pontos, com exceção da Ênfase 19 que possui adicionalmente a Avaliação de Títulos valendo até 9,00 pontos."
43,Qual é a nota mínima da prova discursiva no concurso PETROBRAS?,"De acordo com o edital,
não existe prova discursiva
no concurso Petrobras!
ESTRUTURA DAS PROVAS DO CONCURSO (item 6.1):
Para todas as ênfases, exceto Ênfase 19:
Prova
Tipo
Área
Itens
Pontos
Nota Mínima
P1
Objetiva
Conhecimentos Básicos
50
50,00
10,00
P2
Objetiva
Conhecimentos Específicos
70
70,00
21,00
Total
120
120,00
36,00
Para a Ênfase 19: Engenharia de Segurança de Processo:
Prova
Tipo
Área
Pontos
Nota Mínima
P1
Objetiva
Conhecimentos Básicos
50,00
10,00
P2
Objetiva
Conhecimentos Específicos
70,00
21,00
P3
Avaliação de Títulos
—
9,00
—
NOTAS MÍNIMAS EXISTENTES NO CONCURSO (item 7.11.4):
As únicas notas mínimas previstas no edital são:
Prova
Nota Mínima
P1 — Conhecimentos Básicos
10,00 pontos
P2 — Conhecimentos Específicos
21,00 pontos
Conjunto P1 + P2
36,00 pontos
Portanto, não é possível responder sobre a nota mínima de uma prova discursiva, pois o concurso Petrobras não possui essa modalidade de prova. As únicas notas mínimas previstas no edital são para as provas objetivas P1 e P2 e para o conjunto das provas."
44,Quantas provas discursivas de Ciência de Dados serão corrigidas no concurso PETROBRAS?,"De acordo com o edital,
não existem provas discursivas
no concurso Petrobras!
ESTRUTURA DAS PROVAS PARA CIÊNCIA DE DADOS (item 6.1.1):
Prova
Tipo
Área
Itens
Pontos
P1
Objetiva
Conhecimentos Básicos
50
50,00
P2
Objetiva
Conhecimentos Específicos
70
70,00
Total
120
120,00
COMO AS PROVAS SÃO CORRIGIDAS (item 7.11.1):
As provas objetivas de todos os candidatos seriam corrigidas por meio de
processamento eletrônico
das folhas de respostas
Ou seja, a correção é
automatizada
Não há
correção manual como ocorre em provas discursivas
ÚNICA FASE ADICIONAL EXISTENTE:
Apenas a
Ênfase 19: Engenharia de Segurança de Processo
possui fase adicional
Que é uma
Avaliação de Títulos
E
não
uma prova discursiva
Portanto, não é possível responder sobre a quantidade de provas discursivas a serem corrigidas para Ciência de Dados, pois esta ênfase não possui essa modalidade de prova. As provas são exclusivamente objetivas, corrigidas por processamento eletrônico das folhas de respostas."
